
STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,"GENERAL
VOTES","POSTAL
VOTES","TOTAL
VOTES","OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS
Telangana,ADILABAD,SOYAM BAPU RAO,1,BJP,Lotus,MALE,52,52,ST,12th Pass,"Rs 30,99,414
 ~ 30 Lacs+","Rs 2,31,450
 ~ 2 Lacs+",376892,482,377374,25.33068419,35.4682479,1489790
Telangana,ADILABAD,Godam Nagesh,0,TRS,Car,MALE,0,54,ST,Post Graduate,"Rs 1,84,77,888
 ~ 1 Crore+","Rs 8,47,000
 ~ 8 Lacs+",318665,149,318814,21.39992885,29.96436953,1489790
Telangana,ADILABAD,RATHOD RAMESH,0,INC,Hand,MALE,3,52,ST,12th Pass,"Rs 3,64,91,000
 ~ 3 Crore+","Rs 1,53,00,000
 ~ 1 Crore+",314057,181,314238,21.09277146,29.53428505,1489790
Telangana,ADILABAD,NOTA,0,NOTA,,,,,,,,,13030,6,13036,0.875022654,1.225214455,1489790
Uttar Pradesh,AGRA,Satyapal Singh Baghel,1,BJP,Lotus,MALE,5,58,SC,Doctorate,"Rs 7,42,74,036
 ~ 7 Crore+","Rs 86,06,522
 ~ 86 Lacs+",644459,2416,646875,33.38382301,56.46461464,1937690
Uttar Pradesh,AGRA,Manoj Kumar Soni,0,BSP,Elephant,MALE,0,47,SC,Post Graduate,"Rs 13,37,84,385
 ~ 13 Crore+","Rs 2,22,51,891
 ~ 2 Crore+",434199,1130,435329,22.46639039,37.99912537,1937690
Uttar Pradesh,AGRA,Preeta Harit,0,INC,Hand,FEMALE,0,54,SC,Post Graduate,"Rs 5,50,75,753
 ~ 5 Crore+","Rs 0
 ~",44877,272,45149,2.330042473,3.940979148,1937690
Maharashtra,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,BJP,Lotus,MALE,0,37,GENERAL,Doctorate,"Rs 16,86,64,576
 ~ 16 Crore+","Rs 26,23,964
 ~ 26 Lacs+",696961,7699,704660,37.85653348,58.42515898,1861396
Maharashtra,AHMADNAGAR,SANGRAM ARUNKAKA JAGTAP,0,NCP,Clock,MALE,1,34,GENERAL,Graduate,"Rs 9,44,88,381
 ~ 9 Crore+","Rs 3,25,49,132
 ~ 3 Crore+",419364,3822,423186,22.73487211,35.08743129,1861396
Maharashtra,AHMADNAGAR,SUDHAKAR LAXMAN AVHAD,0,VBA,Cup & Saucer,MALE,0,62,GENERAL,Graduate,"Rs 1,39,49,000
 ~ 1 Crore+","Rs 14,00,000
 ~ 14 Lacs+",31644,163,31807,1.708771266,2.637199546,1861396
Gujarat,AHMEDABAD EAST,Patel Hasmukhbhai Somabhai,1,BJP,Lotus,MALE,0,58,GENERAL,Others,"Rs 7,46,99,690
 ~ 7 Crore+","Rs 62,52,577
 ~ 62 Lacs+",745810,4024,749834,41.3849704,67.00546171,1811851
Gujarat,AHMEDABAD EAST,Gitaben Patel,0,INC,Hand,FEMALE,6,38,GENERAL,10th Pass,"Rs 4,03,75,418
 ~ 4 Crore+","Rs 31,21,888
 ~ 31 Lacs+",312883,2621,315504,17.41335242,28.19356176,1811851
Gujarat,AHMEDABAD WEST,DR. KIRIT P. SOLANKI,1,BJP,Lotus,MALE,0,69,SC,Post Graduate,"Rs 8,94,74,039
 ~ 8 Crore+","Rs 0
 ~",638241,3381,641622,39.04432316,64.21145018,1643317
Gujarat,AHMEDABAD WEST,RAJU PARMAR,0,INC,Hand,MALE,0,68,SC,Graduate,"Rs 26,29,97,727
 ~ 26 Crore+","Rs 1,89,43,977
 ~ 1 Crore+",317797,2279,320076,19.47743497,32.03216867,1643317
Gujarat,AHMEDABAD WEST,NOTA,0,NOTA,,,,,,,,,14580,139,14719,0.895688416,1.473029814,1643317
Gujarat,AHMEDABAD WEST,TRIBHOVANDAS KARSANDAS VAGHELA,0,BSP,Elephant,MALE,0,66,SC,8th Pass,"Rs 53,54,000
 ~ 53 Lacs+","Rs 0
 ~",9909,119,10028,0.610229189,1.003569738,1643317
Rajasthan,AJMER,Bhagirath Chaudhary,1,BJP,Lotus,MALE,0,64,GENERAL,12th Pass,"Rs 8,51,01,774
 ~ 8 Crore+","Rs 83,19,942
 ~ 83 Lacs+",811091,3985,815076,43.4395362,64.52234957,1876346
Rajasthan,AJMER,Riju Jhunjhunwala,0,INC,Hand,MALE,0,40,GENERAL,Graduate,"Rs 85,39,98,231
 ~ 85 Crore+","Rs 30,60,12,685
 ~ 30 Crore+",397420,1232,398652,21.24618807,31.55774885,1876346
Rajasthan,AJMER,Durga Lal Regar,0,BSP,Elephant,MALE,0,60,SC,Post Graduate,"Rs 4,17,40,458
 ~ 4 Crore+","Rs 8,90,000
 ~ 8 Lacs+",13547,71,13618,0.725772326,1.078016475,1876346
Rajasthan,AJMER,Vishram Babu,0,APoI,Coat,MALE,0,60,SC,Post Graduate,"Rs 2,57,92,244
 ~ 2 Crore+","Rs 2,68,705
 ~ 2 Lacs+",13036,5,13041,0.695021068,1.032340494,1876346
Uttar Pradesh,AKBARPUR,Devendra Singh 'Bhole',1,BJP,Lotus,MALE,0,64,GENERAL,10th Pass,"Rs 2,85,46,617
 ~2 Crore+","Rs 5,59,965 
~5 Lacs+",577603,3679,581282,32.91292046,56.62023333,1766121
Uttar Pradesh,AKBARPUR,Nisha Sachan,0,BSP,Elephant,FEMALE,0,46,GENERAL,Post Graduate,"Rs 13,44,48,979
 ~ 13 Crore+","Rs 1,36,19,617
 ~ 1 Crore+",304553,1587,306140,17.33403317,29.81980903,1766121
Uttar Pradesh,AKBARPUR,Rajaram Pal,0,INC,Hand,MALE,1,58,GENERAL,Graduate Professional,"Rs 1,90,97,262
 ~ 1 Crore+","Rs 86,00,000
 ~ 86 Lacs+",107592,749,108341,6.134404155,10.55304086,1766121
Maharashtra,AKOLA,Dhotre Sanjay Shamrao,1,BJP,Lotus,MALE,1,60,GENERAL,Graduate Professional,"Rs 7,71,53,230
 ~ 7 Crore+","Rs 1,49,85,774
 ~ 1 Crore+",552898,1546,554444,29.72620712,49.49575293,1865169
Maharashtra,AKOLA,Ambedkar (Adv) Prakash Yashwant,0,VBA,Cup & Saucer,MALE,0,64,GENERAL,Graduate Professional,"Rs 5,87,22,916
 ~ 5 Crore+","Rs 0
 ~",278241,607,278848,14.95028064,24.89303106,1865169
Maharashtra,AKOLA,Hidayatullah Barakatullah Patel,0,INC,Hand,MALE,1,60,GENERAL,10th Pass,"Rs 1,49,47,292
 ~ 1 Crore+","Rs 4,83,635
 ~ 4 Lacs+",254094,276,254370,13.63790627,22.70785629,1865169
Kerala,ALAPPUZHA,Adv. A M ARIFF,1,CPI(M),"Hammer, Sickle and Star",MALE,2,54,GENERAL,Graduate Professional,"Rs 1,52,68,906
 ~ 1 Crore+","Rs 22,20,700
 ~ 22 Lacs+",443003,2967,445970,32.87164969,40.91047525,1356701
Kerala,ALAPPUZHA,Adv. SHANIMOL OSMAN,0,INC,Hand,FEMALE,0,52,GENERAL,Post Graduate,"Rs 1,86,65,943
 ~ 1 Crore+","Rs 8,25,000
 ~ 8 Lacs+",433790,1706,435496,32.09962991,39.94965655,1356701
Kerala,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,0,BJP,Lotus,MALE,1,64,GENERAL,Doctorate,"Rs 1,64,84,722
 ~ 1 Crore+","Rs 0
 ~",186278,1451,187729,13.83716825,17.22107453,1356701
Kerala,ALATHUR,RAMYA HARIDAS,1,INC,Hand,FEMALE,3,32,SC,10th Pass,"Rs 11,52,816
 ~ 11 Lacs+","Rs 0
 ~",532493,1322,533815,42.13905339,52.36684011,1266794
Kerala,ALATHUR,DR. P.K.BIJU,0,CPI(M),"Hammer, Sickle and Star",MALE,0,44,SC,Doctorate,"Rs 40,83,003
 ~ 40 Lacs+","Rs 5,19,379
 ~ 5 Lacs+",373696,1151,374847,29.59020962,36.77220182,1266794
Kerala,ALATHUR,T.V.BABU,0,BDJS,Pot,MALE,4,61,SC,10th Pass,"Rs 12,61,055
 ~ 12 Lacs+","Rs 6,85,000
 ~ 6 Lacs+",89575,262,89837,7.091681836,8.812940466,1266794
Uttar Pradesh,ALIGARH,SATISH KUMAR GAUTAM,1,BJP,Lotus,MALE,0,46,GENERAL,10th Pass,"Rs 10,95,22,559
 ~ 10 Crore+","Rs 2,80,95,176
 ~ 2 Crore+",651805,4410,656215,34.77322936,56.37828085,1887127
Uttar Pradesh,ALIGARH,DR. AJEET BALIYAN,0,BSP,Elephant,MALE,0,51,GENERAL,Doctorate,"Rs 28,18,52,783
 ~ 28 Crore+","Rs 0
 ~",424890,2064,426954,22.62455044,36.68147257,1887127
Uttar Pradesh,ALIGARH,BIJENDRA SINGH CHAUDHARY,0,INC,Hand,MALE,4,62,GENERAL,Graduate,"Rs 1,28,63,000
 ~ 1 Crore+","Rs 42,73,034
 ~ 42 Lacs+",50346,534,50880,2.696161944,4.371321792,1887127
West Bengal,ALIPURDUARS,JOHN BARLA,1,BJP,Lotus,MALE,9,43,ST,8th Pass,"Rs 14,18,730
 ~ 14 Lacs+","Rs 0
 ~",747788,3016,750804,45.54790968,54.35976298,1648383
West Bengal,ALIPURDUARS,DASRATH TIRKEY,0,AITC,Flowers and Grass,MALE,0,52,ST,Graduate,"Rs 90,39,609
 ~ 90 Lacs+","Rs 5,81,713
 ~ 5 Lacs+",505885,930,506815,30.74619187,36.69445458,1648383
West Bengal,ALIPURDUARS,MILI ORAON,0,RSP,Spade & Stoker,FEMALE,0,42,ST,Post Graduate,"Rs 28,04,955
 ~ 28 Lacs+","Rs 3,04,672
 ~ 3 Lacs+",53859,151,54010,3.276544347,3.910435745,1648383
West Bengal,ALIPURDUARS,MOHANLAL BASUMATA,0,INC,Hand,MALE,0,44,ST,Graduate Professional,"Rs 23,20,328
 ~ 23 Lacs+","Rs 6,59,760
 ~ 6 Lacs+",27279,148,27427,1.66387302,1.985771545,1648383
West Bengal,ALIPURDUARS,NOTA,0,NOTA,,,,,,,,,21147,28,21175,1.284592234,1.53311381,1648383
Uttar Pradesh,ALLAHABAD,Rita Bahuguna Joshi,1,BJP,Lotus,FEMALE,6,69,GENERAL,Doctorate,"Rs 2,69,19,330
 ~ 2 Crore+","Rs 16,00,000
 ~ 16 Lacs+",493204,1250,494454,28.81164926,55.5845464,1716160
Uttar Pradesh,ALLAHABAD,Rajendra Singh Patel,0,SP,Bicycle,MALE,0,63,GENERAL,Graduate,"Rs 29,26,81,002
 ~ 29 Crore+","Rs 0
 ~",309328,851,310179,18.07401408,34.86908593,1716160
Uttar Pradesh,ALLAHABAD,Yogesh Shukla,0,INC,Hand,MALE,1,49,GENERAL,12th Pass,"Rs 42,00,199
 ~ 42 Lacs+","Rs 0
 ~",31852,101,31953,1.861889334,3.592028805,1716160
Uttar Pradesh,ALLAHABAD,Girdhar Gopal Tripathi,0,CPI(M),Ears of Corn And Sickle,MALE,0,77,GENERAL,Post Graduate,"Rs 3,13,97,972
 ~ 3 Crore+","Rs 3,08,458
 ~ 3 Lacs+",10397,6,10403,0.606178911,1.169463764,1716160
Uttarakhand,ALMORA,Ajay Tamta,1,BJP,Lotus,MALE,0,46,SC,12th Pass,"Rs 99,10,448
 ~ 99 Lacs+","Rs 55,845
 ~ 55 Thou+",430455,14196,444651,33.23728069,63.53909006,1337808
Uttarakhand,ALMORA,Pradeep Tamta,0,INC,Hand,MALE,1,60,SC,Post Graduate,"Rs 1,32,93,598
 ~ 1 Crore+","Rs 25,00,000
 ~ 25 Lacs+",209836,1829,211665,15.82177712,30.24619645,1337808
Uttarakhand,ALMORA,NOTA,0,NOTA,,,,,,,,,15311,194,15505,1.158985445,2.215610876,1337808
Uttarakhand,ALMORA,Sunder Dhoni (Advocate),0,BSP,Elephant,MALE,0,41,SC,Post Graduate,"Rs 28,70,000
 ~ 28 Lacs+","Rs 15,00,000
 ~ 15 Lacs+",10059,131,10190,0.761693756,1.456115758,1337808
Rajasthan,ALWAR,Balak Nath,1,BJP,Lotus,MALE,0,35,GENERAL,10th Pass,"Rs 3,52,929
 ~ 3 Lacs+","Rs 0
 ~",750580,9621,760201,40.25371136,59.93021553,1888524
Rajasthan,ALWAR,Bhanwar Jitendra Singh,0,INC,Hand,MALE,2,47,GENERAL,Graduate,"Rs 13,65,42,038
 ~ 13 Crore+","Rs 0
 ~",426794,3436,430230,22.78128316,33.91705171,1888524
Rajasthan,ALWAR,Imran Khan,0,BSP,Elephant,MALE,0,31,GENERAL,10th Pass,"Rs 1,63,28,526
 ~ 1 Crore+","Rs 58,44,684
 ~ 58 Lacs+",56399,250,56649,2.999644167,4.465906753,1888524
Andhra Pradesh,AMALAPURAM,CHINTA ANURADHA,1,YSRCP,Ceiling Fan,FEMALE,0,46,SC,Graduate,"Rs 8,59,93,362
 ~ 8 Crore+","Rs 24,31,407
 ~ 24 Lacs+",482003,3955,485958,33.29491982,39.33710441,1459556
Andhra Pradesh,AMALAPURAM,GANTI HARISH MADHUR (BALAYOGI),0,TDP,Bicycle,MALE,0,28,SC,Graduate Professional,"Rs 7,30,49,918
 ~ 7 Crore+","Rs 15,37,488
 ~ 15 Lacs+",443590,2573,446163,30.56840573,36.11579707,1459556
Andhra Pradesh,AMALAPURAM,D M R SEKHAR,0,JnP,Glass Tumbler,MALE,1,59,SC,Post Graduate,"Rs 2,89,30,012
 ~ 2 Crore+","Rs 0
 ~",253740,1577,255317,17.49278548,20.66728295,1459556
Andhra Pradesh,AMALAPURAM,NOTA,0,NOTA,,,,,,,,,16427,41,16468,1.128288329,1.333044081,1459556
Haryana,AMBALA,RATTAN LAL KATARIA,1,BJP,Lotus,MALE,0,67,SC,Post Graduate,"Rs 5,43,61,499
 ~ 5 Crore+","Rs 1,88,861
 ~ 1 Lacs+",744438,2070,746508,40.27100233,56.64280587,1853711
Haryana,AMBALA,SELJA,0,INC,Hand,FEMALE,0,56,SC,Post Graduate,"Rs 24,05,08,152
 ~ 24 Crore+","Rs 0
 ~",403678,485,404163,21.80291318,30.66668589,1853711
Haryana,AMBALA,NARESH KUMAR,0,BSP,Elephant,MALE,0,55,SC,10th Pass,"Rs 3,80,90,737
 ~ 3 Crore+","Rs 73,613
 ~ 73 Thou+",96205,91,96296,5.194768764,7.30665396,1853711
Haryana,AMBALA,RAM PAL,0,INLD,Spectacles,MALE,1,61,SC,10th Pass,"Rs 44,15,779
 ~ 44 Lacs+","Rs 0
 ~",19518,57,19575,1.05598985,1.485292756,1853711
Uttar Pradesh,AMBEDKAR NAGAR,Ritesh Pandey,1,BSP,Elephant,MALE,1,38,GENERAL,Graduate,"Rs 30,72,65,103
 ~ 30 Crore+","Rs 2,47,39,098
 ~ 2 Crore+",563445,673,564118,31.59162146,51.7247608,1785657
Uttar Pradesh,AMBEDKAR NAGAR,Mukut Bihari,0,BJP,Lotus,MALE,0,71,GENERAL,Graduate Professional,"Rs 2,41,16,406
 ~ 2 Crore+","Rs 12,848
 ~ 12 Thou+",467287,951,468238,26.22216921,42.93339079,1785657
Uttar Pradesh,AMBEDKAR NAGAR,Rakesh,0,SBSP,Walking Stick,MALE,0,36,GENERAL,12th Pass,"Rs 21,37,783
 ~ 21 Lacs+","Rs 0
 ~",15164,3,15167,0.849379248,1.390683238,1785657
Uttar Pradesh,AMBEDKAR NAGAR,NOTA,0,NOTA,,,,,,,,,11329,15,11344,0.63528438,1.040147073,1785657
Uttar Pradesh,AMETHI,Smriti Irani,1,BJP,Lotus,FEMALE,0,43,GENERAL,12th Pass,"Rs 11,10,99,609
 ~ 11 Crore+","Rs 0
 ~",467598,916,468514,26.87180781,49.68566932,1743515
Uttar Pradesh,AMETHI,Rahul Gandhi,0,INC,Hand,MALE,6,48,GENERAL,Post Graduate,"Rs 15,88,77,063
 ~ 15 Crore+","Rs 72,01,904
 ~ 72 Lacs+",412867,527,413394,23.71037817,43.8402216,1743515
Maharashtra,AMRAVATI,Navnit Ravi Rana,1,IND,Spanner,FEMALE,1,33,SC,10th Pass,"Rs 12,45,54,656
 ~ 12 Crore+","Rs 7,05,76,979
 ~ 7 Crore+",507844,3103,510947,27.87352074,45.87203159,1833091
Maharashtra,AMRAVATI,Adsul Anandrao Vithoba,0,SHS,Bow and Arrow,MALE,2,71,SC,Graduate,"Rs 4,40,15,877
 ~ 4 Crore+","Rs 85,45,894
 ~ 85 Lacs+",470549,3447,473996,25.8577452,42.55462794,1833091
Maharashtra,AMRAVATI,Gunwant Deopare,0,VBA,Whistle,MALE,2,47,SC,Others,"Rs 35,19,44,996
 ~ 35 Crore+","Rs 7,91,39,288
 ~ 7 Crore+",64585,550,65135,3.553287862,5.847719582,1833091
Maharashtra,AMRAVATI,Arun Motiramji Wankhade,0,BSP,Elephant,MALE,3,56,SC,12th Pass,"Rs 33,80,97,138
 ~ 33 Crore+","Rs 66,00,000
 ~ 66 Lacs+",12232,104,12336,0.672961681,1.107507005,1833091
Gujarat,AMRELI,Kachhadiya Naranbhai Bhikhabhai,1,BJP,Lotus,MALE,0,64,GENERAL,12th Pass,"Rs 3,59,00,763
 ~ 3 Crore+","Rs 8,28,961
 ~ 8 Lacs+",527593,1442,529035,32.48700759,58.0436736,1628451
Gujarat,AMRELI,Paresh Dhanani,0,INC,Hand,MALE,0,42,GENERAL,Graduate,"Rs 1,43,42,991
 ~ 1 Crore+","Rs 0
 ~",326781,823,327604,20.11752273,35.94344353,1628451
Gujarat,AMRELI,NOTA,0,NOTA,,,,,,,,,17513,54,17567,1.07875521,1.927383281,1628451
Gujarat,AMRELI,Chauhan Ravjibhai Mulabhai,0,BSP,Elephant,MALE,0,47,SC,Literate,"Rs 1,33,189
 ~ 1 Lacs+","Rs 0
 ~",9664,27,9691,0.59510541,1.06325903,1628451
Punjab,AMRITSAR,GURJEET SINGH AUJLA,1,INC,Hand,MALE,0,46,GENERAL,12th Pass,"Rs 3,40,11,739
 ~ 3 Crore+","Rs 90,31,565
 ~ 90 Lacs+",444052,980,445032,29.51385228,51.71291057,1507875
Punjab,AMRITSAR,HARDEEP SINGH PURI,0,BJP,Lotus,MALE,0,67,GENERAL,Post Graduate,"Rs 34,05,05,737
 ~ 34 Crore+","Rs 5,79,40,950
 ~ 5 Crore+",344049,1357,345406,22.90680594,40.13632635,1507875
Punjab,AMRITSAR,KULDIP SINGH DHALIWAL,0,AAP,Broom,MALE,0,58,GENERAL,10th Pass,"Rs 1,48,78,922
 ~ 1 Crore+","Rs 27,89,687
 ~ 27 Lacs+",19800,287,20087,1.3321396,2.334118074,1507875
Punjab,AMRITSAR,DASWINDER KAUR,0,CPI(M),Ears of Corn And Sickle,FEMALE,0,55,GENERAL,Graduate,"Rs 6,61,000
 ~ 6 Lacs+","Rs 0
 ~",16278,57,16335,1.083312609,1.898134053,1507875
Punjab,AMRITSAR,NOTA,0,NOTA,,,,,,,,,8713,50,8763,0.581148968,1.018264384,1507875
Uttar Pradesh,AMROHA,KUNWAR DANISH ALI,1,BSP,Elephant,MALE,0,43,GENERAL,Graduate,"Rs 7,49,20,879
 ~ 7 Crore+","Rs 1,95,79,691
 ~ 1 Crore+",600744,338,601082,36.50809173,51.38533401,1646435
Uttar Pradesh,AMROHA,KANWAR SINGH TANWAR,0,BJP,Lotus,MALE,0,58,GENERAL,8th Pass,"Rs 1,82,12,51,171
 ~ 182 Crore+","Rs 1,07,00,504
 ~ 1 Crore+",536380,1454,537834,32.66657961,45.9783852,1646435
Uttar Pradesh,AMROHA,SACHIN CHOUDHARY,0,INC,Hand,MALE,0,35,GENERAL,12th Pass,"Rs 2,70,03,125
 ~ 2 Crore+","Rs 1,22,93,421
 ~ 1 Crore+",12454,56,12510,0.759823497,1.069455629,1646435
Andhra Pradesh,ANAKAPALLI,Dr.Beesetti Venkata Satyavathi,1,YSRCP,Ceiling Fan,FEMALE,0,52,GENERAL,Graduate Professional,"Rs 9,15,26,244
 ~ 9 Crore+","Rs 1,11,39,279
 ~ 1 Crore+",583210,3016,586226,38.5329471,47.25891124,1521363
Andhra Pradesh,ANAKAPALLI,ADARI ANAND KUMAR,0,TDP,Bicycle,MALE,0,43,GENERAL,10th Pass,"Rs 41,05,47,212
 ~ 41 Crore+","Rs 20,55,91,400
 ~ 20 Crore+",495381,1653,497034,32.67030945,40.06865217,1521363
Andhra Pradesh,ANAKAPALLI,Chintala Partha Sarathi,0,JnP,Glass Tumbler,MALE,0,56,GENERAL,Post Graduate,"Rs 33,53,08,506
 ~ 33 Crore+","Rs 11,09,28,567
 ~ 11 Crore+",82126,462,82588,5.428553212,6.657874201,1521363
Andhra Pradesh,ANAKAPALLI,NOTA,0,NOTA,,,,,,,,,34877,20,34897,2.29379839,2.813239647,1521363
Andhra Pradesh,ANAKAPALLI,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),0,BJP,Lotus,MALE,0,65,GENERAL,Post Graduate,"Rs 5,76,88,924
 ~ 5 Crore+","Rs 94,97,894
 ~ 94 Lacs+",12888,388,13276,0.872638548,1.070251585,1521363
Gujarat,ANAND,PATEL MITESH RAMESHBHAI (BAKABHAI),1,BJP,Lotus,MALE,2,54,GENERAL,Others,"Rs 7,70,43,053
 ~ 7 Crore+","Rs 78,10,840
 ~ 78 Lacs+",631581,1516,633097,38.23349659,57.03144987,1655870
Gujarat,ANAND,BHARATBHAI MADHAVSINH SOLANKI,0,INC,Hand,MALE,0,65,GENERAL,Graduate Professional,"Rs 5,44,90,955
 ~ 5 Crore+","Rs 19,34,855
 ~ 19 Lacs+",434006,1373,435379,26.29306648,39.22036531,1655870
Gujarat,ANAND,NOTA,0,NOTA,,,,,,,,,18365,27,18392,1.110715213,1.656811557,1655870
Punjab,ANANDPUR SAHIB,Manish Tewari,1,INC,Hand,MALE,0,53,GENERAL,Graduate Professional,"Rs 15,46,37,860
 ~ 15 Crore+","Rs 0
 ~",426904,1141,428045,25.1957765,39.55965857,1698876
Punjab,ANANDPUR SAHIB,Professor Prem Singh Chandumajra,0,SAD,Scales,MALE,1,69,GENERAL,Post Graduate,"Rs 12,69,71,695
 ~ 12 Crore+","Rs 0
 ~",379552,1609,381161,22.4360695,35.2266678,1698876
Punjab,ANANDPUR SAHIB,Sodhi Vikram Singh,0,BSP,Elephant,MALE,0,62,GENERAL,Graduate,"Rs 1,40,82,65,156
 ~ 140 Crore+","Rs 34,00,824
 ~ 34 Lacs+",146077,364,146441,8.61987573,13.53398816,1698876
Punjab,ANANDPUR SAHIB,Narinder Singh Shergill,0,AAP,Broom,MALE,1,51,GENERAL,Post Graduate,"Rs 25,57,12,677
 ~ 25 Crore+","Rs 2,36,67,368
 ~ 2 Crore+",52539,513,53052,3.122770585,4.903033574,1698876
Punjab,ANANDPUR SAHIB,NOTA,0,NOTA,,,,,,,,,17069,66,17135,1.008608044,1.583606279,1698876
Andhra Pradesh,ANANTAPUR,TALARI RANGAIAH,1,YSRCP,Ceiling Fan,MALE,2,48,GENERAL,Doctorate,"Rs 1,17,73,091
 ~ 1 Crore+","Rs 11,35,547
 ~ 11 Lacs+",690901,4307,695208,41.77531007,51.5689326,1664160
Andhra Pradesh,ANANTAPUR,J.C. PAVAN REDDY,0,TDP,Bicycle,MALE,0,45,GENERAL,Graduate,"Rs 37,38,87,429
 ~ 37 Crore+","Rs 8,45,50,726
 ~ 8 Crore+",550597,3183,553780,33.27684838,41.07812841,1664160
Andhra Pradesh,ANANTAPUR,K.RAJIV REDDY,0,INC,Hand,MALE,0,29,GENERAL,Graduate Professional,"Rs 72,64,263
 ~ 72 Lacs+","Rs 17,00,000
 ~ 17 Lacs+",29994,85,30079,1.807458417,2.231191131,1664160
Andhra Pradesh,ANANTAPUR,D.JAGADEESH,0,CPI(M),Ears of Corn And Sickle,MALE,9,58,GENERAL,8th Pass,"Rs 2,56,13,277
 ~ 2 Crore+","Rs 27,61,973
 ~ 27 Lacs+",20192,102,20294,1.219474089,1.505362306,1664160
Andhra Pradesh,ANANTAPUR,NOTA,0,NOTA,,,,,,,,,16406,60,16466,0.98944813,1.221410059,1664160
Jammu & Kashmir,ANANTNAG,HASNAIN MASOODI,1,JKN,Plough,MALE,0,65,GENERAL,Post Graduate,"Rs 8,76,20,672
 ~ 8 Crore+","Rs 0
 ~",40032,148,40180,2.874560285,32.02486749,1397779
Jammu & Kashmir,ANANTNAG,GHULAM AHMAD MIR,0,INC,Hand,MALE,0,60,GENERAL,Graduate,"Rs 14,01,46,018
 ~ 14 Crore+","Rs 0
 ~",32879,625,33504,2.39694544,26.70386163,1397779
Jammu & Kashmir,ANANTNAG,MEHBOOBA MUFTI,0,JKPDP,Ink Pot & Pen,FEMALE,1,59,GENERAL,Graduate Professional,"Rs 89,03,857
 ~ 89 Lacs+","Rs 0
 ~",30223,301,30524,2.183750078,24.32869725,1397779
Jammu & Kashmir,ANANTNAG,SOFI YOUSUF,0,BJP,Lotus,MALE,1,53,GENERAL,Illiterate,"Rs 1,17,10,000
 ~ 1 Crore+","Rs 0
 ~",9687,538,10225,0.731517643,8.149683179,1397779
Jammu & Kashmir,ANANTNAG,CH. ZAFFAR ALI,0,JPC,Apple,MALE,0,60,ST,8th Pass,"Rs 2,32,65,829
 ~ 2 Crore+","Rs 2,02,000
 ~ 2 Lacs+",1629,17,1646,0.117758244,1.311919659,1397779
Jammu & Kashmir,ANANTNAG,GH. MOHD. WANI,0,IND,Table,MALE,0,45,GENERAL,12th Pass,"Rs 31,000
 ~ 31 Thou+","Rs 0
 ~",1365,4,1369,0.097941091,1.091140956,1397779
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,KULDEEP RAI SHARMA,1,INC,Hand,MALE,0,52,GENERAL,Graduate Professional,"Rs 13,22,33,012
 ~ 13 Crore+","Rs 8,04,50,870
 ~ 8 Crore+",95249,59,95308,29.92674372,45.95415578,318471
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,VISHAL JOLLY,0,BJP,Lotus,MALE,1,46,GENERAL,Graduate Professional,"Rs 8,51,40,573
 ~ 8 Crore+","Rs 46,33,914
 ~ 46 Lacs+",93772,129,93901,29.48494525,45.27575001,318471
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,PARITOSH KUMAR HALDAR,0,IND,Helicopter,MALE,0,61,GENERAL,Post Graduate,"Rs 1,99,16,000
 ~ 1 Crore+","Rs 13,11,000
 ~ 13 Lacs+",5339,2,5341,1.677075778,2.575241806,318471
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,SANJAY MESHACK,0,AAP,Broom,MALE,0,49,GENERAL,12th Pass,"Rs 9,98,87,782
 ~ 9 Crore+","Rs 17,91,076
 ~ 17 Lacs+",2837,2,2839,0.891446945,1.368865659,318471
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,PRAKASH MINJ,0,BSP,Elephant,MALE,0,43,SC,Post Graduate,"Rs 12,50,000
 ~ 12 Lacs+","Rs 2,40,000
 ~ 2 Lacs+",2478,8,2486,0.780604827,1.198661511,318471
Uttar Pradesh,AONLA,DHARMENDRA KASHYAP,1,BJP,Lotus,MALE,0,50,GENERAL,10th Pass,"Rs 2,17,66,502
 ~ 2 Crore+","Rs 33,24,300
 ~ 33 Lacs+",536377,1298,537675,30.11164283,51.06600614,1785605
Uttar Pradesh,AONLA,RUCHIVIRA,0,BSP,Elephant,FEMALE,1,57,GENERAL,Graduate,"Rs 24,11,64,456
 ~ 24 Crore+","Rs 21,00,000
 ~ 21 Lacs+",423100,832,423932,23.74164499,40.26319638,1785605
